"","topic","language","term","platform","done"
"3616","Gene editing as HIV cure","zh-cn","基因编辑治疗艾滋病","youtube","True"
"3617","Gene editing as HIV cure","zh-cn","基因编辑治疗艾滋病","dailymotion","True"
"3618","Gene editing as HIV cure","hi","एचआईवी इलाज के रूप में जीन संपादन","youtube","True"
"3619","Gene editing as HIV cure","hi","एचआईवी इलाज के रूप में जीन संपादन","dailymotion","True"
"3620","Gene editing as HIV cure","es","La edición de genes como cura para el VIH","youtube","True"
"3621","Gene editing as HIV cure","es","La edición de genes como cura para el VIH","dailymotion","True"
"3622","Gene editing as HIV cure","ar","التحرير الجيني كعلاج لفيروس نقص المناعة البشرية","youtube","True"
"3623","Gene editing as HIV cure","ar","التحرير الجيني كعلاج لفيروس نقص المناعة البشرية","dailymotion","True"
"3624","Gene editing as HIV cure","bn","এইচআইভি নিরাময় হিসাবে জিন সম্পাদনা","youtube","True"
"3625","Gene editing as HIV cure","bn","এইচআইভি নিরাময় হিসাবে জিন সম্পাদনা","dailymotion","True"
"3626","Gene editing as HIV cure","fr","L'édition de gènes comme remède contre le VIH","youtube","True"
"3627","Gene editing as HIV cure","fr","L'édition de gènes comme remède contre le VIH","dailymotion","True"
"3628","Gene editing as HIV cure","ru","Редактирование генов как лекарство от ВИЧ","youtube","True"
"3629","Gene editing as HIV cure","ru","Редактирование генов как лекарство от ВИЧ","dailymotion","True"
"3630","Gene editing as HIV cure","pt","Edição de genes como cura para o HIV","youtube","True"
"3631","Gene editing as HIV cure","pt","Edição de genes como cura para o HIV","dailymotion","True"
"3632","Gene editing as HIV cure","ur","ایچ آئی وی کے علاج کے طور پر جین میں ترمیم","youtube","True"
"3633","Gene editing as HIV cure","ur","ایچ آئی وی کے علاج کے طور پر جین میں ترمیم","dailymotion","True"
"3634","Gene editing as HIV cure","de","Gene Editing als Heilmittel für HIV","youtube","True"
"3635","Gene editing as HIV cure","de","Gene Editing als Heilmittel für HIV","dailymotion","True"
"3636","Gene editing as HIV cure","jp","HIV治療としての遺伝子編集","youtube","True"
"3637","Gene editing as HIV cure","jp","HIV治療としての遺伝子編集","dailymotion","True"
"3638","Gene editing as HIV cure","id","Pengeditan gen sebagai obat HIV","youtube","True"
"3639","Gene editing as HIV cure","id","Pengeditan gen sebagai obat HIV","dailymotion","True"
"3640","Genome editing farming revolution","en","Genome editing farming revolution","youtube","True"
"3641","Genome editing farming revolution","en","Genome editing farming revolution","dailymotion","True"
"3642","Genome editing farming revolution","zh-cn","基因组编辑农业革命","youtube","True"
"3643","Genome editing farming revolution","zh-cn","基因组编辑农业革命","dailymotion","True"
"3644","Genome editing farming revolution","hi","जीनोम एडिटिंग फार्मिंग क्रांति","youtube","True"
"3645","Genome editing farming revolution","hi","जीनोम एडिटिंग फार्मिंग क्रांति","dailymotion","True"
"3646","Genome editing farming revolution","es","Revolución de la agricultura de edición del genoma","youtube","True"
"3647","Genome editing farming revolution","es","Revolución de la agricultura de edición del genoma","dailymotion","True"
"3648","Genome editing farming revolution","ar","ثورة تحرير الجينوم الزراعة","youtube","True"
"3649","Genome editing farming revolution","ar","ثورة تحرير الجينوم الزراعة","dailymotion","True"
"3650","Genome editing farming revolution","bn","জিনোম সম্পাদনা কৃষি বিপ্লব","youtube","True"
"3651","Genome editing farming revolution","bn","জিনোম সম্পাদনা কৃষি বিপ্লব","dailymotion","True"
"3652","Genome editing farming revolution","fr","Révolution agricole de l'édition du génome","youtube","True"
"3653","Genome editing farming revolution","fr","Révolution agricole de l'édition du génome","dailymotion","True"
"3654","Genome editing farming revolution","ru","Революция в области редактирования генома","youtube","True"
"3655","Genome editing farming revolution","ru","Революция в области редактирования генома","dailymotion","True"
"3656","Genome editing farming revolution","pt","Revolução agrícola de edição de genoma","youtube","True"
"3657","Genome editing farming revolution","pt","Revolução agrícola de edição de genoma","dailymotion","True"
"3658","Genome editing farming revolution","ur","جینوم ایڈیٹنگ کاشتکاری انقلاب۔","youtube","True"
"3659","Genome editing farming revolution","ur","جینوم ایڈیٹنگ کاشتکاری انقلاب۔","dailymotion","True"
"3660","Genome editing farming revolution","de","Genome Editing Farming Revolution","youtube","True"
"3661","Genome editing farming revolution","de","Genome Editing Farming Revolution","dailymotion","True"
"3662","Genome editing farming revolution","jp","ゲノム編集農業革命","youtube","True"
"3663","Genome editing farming revolution","jp","ゲノム編集農業革命","dailymotion","True"
"3664","Genome editing farming revolution","id","Revolusi pertanian pengeditan genom","youtube","True"
"3665","Genome editing farming revolution","id","Revolusi pertanian pengeditan genom","dailymotion","True"
"3666","Taiwan launches biodefense drills","en","Taiwan launches biodefense drills","youtube","True"
"3667","Taiwan launches biodefense drills","en","Taiwan launches biodefense drills","dailymotion","True"
"3668","Taiwan launches biodefense drills","zh-cn","台湾展开生物防御演习","youtube","True"
"3669","Taiwan launches biodefense drills","zh-cn","台湾展开生物防御演习","dailymotion","True"
"3670","Taiwan launches biodefense drills","hi","ताइवान ने जैव रक्षा अभ्यास शुरू किया","youtube","True"
"3671","Taiwan launches biodefense drills","hi","ताइवान ने जैव रक्षा अभ्यास शुरू किया","dailymotion","True"
"3672","Taiwan launches biodefense drills","es","Taiwán lanza simulacros de biodefensa","youtube","True"
"3673","Taiwan launches biodefense drills","es","Taiwán lanza simulacros de biodefensa","dailymotion","True"
"3674","Taiwan launches biodefense drills","ar","تايوان تطلق تدريبات دفاعية بيولوجية","youtube","True"
"3675","Taiwan launches biodefense drills","ar","تايوان تطلق تدريبات دفاعية بيولوجية","dailymotion","True"
"3676","Taiwan launches biodefense drills","bn","তাইওয়ান বায়োডেফেন্স ড্রিলস চালু করেছে","youtube","True"
"3677","Taiwan launches biodefense drills","bn","তাইওয়ান বায়োডেফেন্স ড্রিলস চালু করেছে","dailymotion","True"
"3678","Taiwan launches biodefense drills","fr","Taïwan lance des exercices de biodéfense","youtube","True"
"3679","Taiwan launches biodefense drills","fr","Taïwan lance des exercices de biodéfense","dailymotion","True"
"3680","Taiwan launches biodefense drills","ru","Тайвань запускает учения по биозащите","youtube","True"
"3681","Taiwan launches biodefense drills","ru","Тайвань запускает учения по биозащите","dailymotion","True"
"3682","Taiwan launches biodefense drills","pt","Taiwan lança exercícios de biodefesa","youtube","True"
"3683","Taiwan launches biodefense drills","pt","Taiwan lança exercícios de biodefesa","dailymotion","True"
"3684","Taiwan launches biodefense drills","ur","تائیوان نے بائیو ڈیفنس مشقیں شروع کیں","youtube","True"
"3685","Taiwan launches biodefense drills","ur","تائیوان نے بائیو ڈیفنس مشقیں شروع کیں","dailymotion","True"
"3686","Taiwan launches biodefense drills","de","Taiwan startet Bioverteidigungsübungen","youtube","True"
"3687","Taiwan launches biodefense drills","de","Taiwan startet Bioverteidigungsübungen","dailymotion","True"
"3688","Taiwan launches biodefense drills","jp","台湾が生物防御訓練を開始","youtube","True"
"3689","Taiwan launches biodefense drills","jp","台湾が生物防御訓練を開始","dailymotion","True"
"3690","Taiwan launches biodefense drills","id","Taiwan meluncurkan latihan pertahanan hayati","youtube","True"
"3691","Taiwan launches biodefense drills","id","Taiwan meluncurkan latihan pertahanan hayati","dailymotion","True"
"3692","New plant-based liquid egg","en","New plant-based liquid egg","youtube","True"
"3693","New plant-based liquid egg","en","New plant-based liquid egg","dailymotion","True"
"3694","New plant-based liquid egg","zh-cn","新型植物性液态蛋","youtube","True"
"3695","New plant-based liquid egg","zh-cn","新型植物性液态蛋","dailymotion","True"
"3696","New plant-based liquid egg","hi","नया पौधा-आधारित तरल अंडा","youtube","True"
"3697","New plant-based liquid egg","hi","नया पौधा-आधारित तरल अंडा","dailymotion","True"
"3698","New plant-based liquid egg","es","Nuevo huevo líquido a base de plantas","youtube","True"
"3699","New plant-based liquid egg","es","Nuevo huevo líquido a base de plantas","dailymotion","True"
"3700","New plant-based liquid egg","ar","بيض سائل نباتي جديد","youtube","True"
"3701","New plant-based liquid egg","ar","بيض سائل نباتي جديد","dailymotion","True"
"3702","New plant-based liquid egg","bn","নতুন উদ্ভিদ ভিত্তিক তরল ডিম","youtube","True"
"3703","New plant-based liquid egg","bn","নতুন উদ্ভিদ ভিত্তিক তরল ডিম","dailymotion","True"
"3704","New plant-based liquid egg","fr","Nouvel œuf liquide végétal","youtube","True"
"3705","New plant-based liquid egg","fr","Nouvel œuf liquide végétal","dailymotion","True"
"3706","New plant-based liquid egg","ru","Новое жидкое яйцо на растительной основе","youtube","True"
"3707","New plant-based liquid egg","ru","Новое жидкое яйцо на растительной основе","dailymotion","True"
"3708","New plant-based liquid egg","pt","Novo ovo líquido à base de plantas","youtube","True"
"3709","New plant-based liquid egg","pt","Novo ovo líquido à base de plantas","dailymotion","True"
"3710","New plant-based liquid egg","ur","نیا پودے پر مبنی مائع انڈا۔","youtube","True"
"3711","New plant-based liquid egg","ur","نیا پودے پر مبنی مائع انڈا۔","dailymotion","True"
"3712","New plant-based liquid egg","de","Neues flüssiges Ei auf pflanzlicher Basis","youtube","True"
"3713","New plant-based liquid egg","de","Neues flüssiges Ei auf pflanzlicher Basis","dailymotion","True"
"3714","New plant-based liquid egg","jp","新しい植物ベースの液体卵","youtube","True"
"3715","New plant-based liquid egg","jp","新しい植物ベースの液体卵","dailymotion","True"
"3716","New plant-based liquid egg","id","Telur cair nabati baru","youtube","True"
"3717","New plant-based liquid egg","id","Telur cair nabati baru","dailymotion","True"
"3718","Tripartite genetic origin","en","Tripartite genetic origin","youtube","True"
"3719","Tripartite genetic origin","en","Tripartite genetic origin","dailymotion","True"
"3720","Tripartite genetic origin","zh-cn","三方遗传起源","youtube","True"
"3721","Tripartite genetic origin","zh-cn","三方遗传起源","dailymotion","True"
"3722","Tripartite genetic origin","hi","त्रिपक्षीय आनुवंशिक उत्पत्ति","youtube","True"
"3723","Tripartite genetic origin","hi","त्रिपक्षीय आनुवंशिक उत्पत्ति","dailymotion","True"
"3724","Tripartite genetic origin","es","Origen genético tripartito","youtube","True"
"3725","Tripartite genetic origin","es","Origen genético tripartito","dailymotion","True"
"3726","Tripartite genetic origin","ar","أصل جيني ثلاثي","youtube","True"
"3727","Tripartite genetic origin","ar","أصل جيني ثلاثي","dailymotion","True"
"3728","Tripartite genetic origin","bn","ত্রিপক্ষীয় জেনেটিক উৎপত্তি","youtube","True"
"3729","Tripartite genetic origin","bn","ত্রিপক্ষীয় জেনেটিক উৎপত্তি","dailymotion","True"
"3730","Tripartite genetic origin","fr","Origine génétique tripartite","youtube","True"
"3731","Tripartite genetic origin","fr","Origine génétique tripartite","dailymotion","True"
"3732","Tripartite genetic origin","ru","Трехстороннее генетическое происхождение","youtube","True"
"3733","Tripartite genetic origin","ru","Трехстороннее генетическое происхождение","dailymotion","True"
"3734","Tripartite genetic origin","pt","Origem genética tripartida","youtube","True"
"3735","Tripartite genetic origin","pt","Origem genética tripartida","dailymotion","True"
"3736","Tripartite genetic origin","ur","سہ فریقی جینیاتی اصل۔","youtube","True"
"3737","Tripartite genetic origin","ur","سہ فریقی جینیاتی اصل۔","dailymotion","True"
"3738","Tripartite genetic origin","de","Dreigliedriger genetischer Ursprung","youtube","True"
"3739","Tripartite genetic origin","de","Dreigliedriger genetischer Ursprung","dailymotion","True"
"3740","Tripartite genetic origin","jp","三者の遺伝的起源","youtube","True"
"3741","Tripartite genetic origin","jp","三者の遺伝的起源","dailymotion","True"
"3742","Tripartite genetic origin","id","Asal genetik tripartit","youtube","True"
"3743","Tripartite genetic origin","id","Asal genetik tripartit","dailymotion","True"
"3744","Nigeria cryptocurrency craze","en","Nigeria cryptocurrency craze","youtube","True"
"3745","Nigeria cryptocurrency craze","en","Nigeria cryptocurrency craze","dailymotion","True"
"3746","Nigeria cryptocurrency craze","zh-cn","尼日利亚加密货币热潮","youtube","True"
"3747","Nigeria cryptocurrency craze","zh-cn","尼日利亚加密货币热潮","dailymotion","True"
"3748","Nigeria cryptocurrency craze","hi","नाइजीरिया क्रिप्टोक्यूरेंसी सनक","youtube","True"
"3749","Nigeria cryptocurrency craze","hi","नाइजीरिया क्रिप्टोक्यूरेंसी सनक","dailymotion","True"
"3750","Nigeria cryptocurrency craze","es","Locura de las criptomonedas en Nigeria","youtube","True"
"3751","Nigeria cryptocurrency craze","es","Locura de las criptomonedas en Nigeria","dailymotion","True"
"3752","Nigeria cryptocurrency craze","ar","جنون العملات المشفرة في نيجيريا","youtube","True"
"3753","Nigeria cryptocurrency craze","ar","جنون العملات المشفرة في نيجيريا","dailymotion","True"
"3754","Nigeria cryptocurrency craze","bn","নাইজেরিয়া ক্রিপ্টোকারেন্সি ক্রেজ","youtube","True"
"3755","Nigeria cryptocurrency craze","bn","নাইজেরিয়া ক্রিপ্টোকারেন্সি ক্রেজ","dailymotion","True"
"3756","Nigeria cryptocurrency craze","fr","L'engouement pour la crypto-monnaie au Nigeria","youtube","True"
"3757","Nigeria cryptocurrency craze","fr","L'engouement pour la crypto-monnaie au Nigeria","dailymotion","True"
"3758","Nigeria cryptocurrency craze","ru","Повальное увлечение криптовалютой в Нигерии","youtube","True"
"3759","Nigeria cryptocurrency craze","ru","Повальное увлечение криптовалютой в Нигерии","dailymotion","True"
"3760","Nigeria cryptocurrency craze","pt","Mania de criptomoeda da Nigéria","youtube","True"
"3761","Nigeria cryptocurrency craze","pt","Mania de criptomoeda da Nigéria","dailymotion","True"
"3762","Nigeria cryptocurrency craze","ur","نائجیریا cryptocurrency کا جنون۔","youtube","True"
"3763","Nigeria cryptocurrency craze","ur","نائجیریا cryptocurrency کا جنون۔","dailymotion","True"
"3764","Nigeria cryptocurrency craze","de","Kryptowährungswahn in Nigeria","youtube","True"
"3765","Nigeria cryptocurrency craze","de","Kryptowährungswahn in Nigeria","dailymotion","True"
"3766","Nigeria cryptocurrency craze","jp","ナイジェリアの暗号通貨ブーム","youtube","True"
"3767","Nigeria cryptocurrency craze","jp","ナイジェリアの暗号通貨ブーム","dailymotion","True"
"3768","Nigeria cryptocurrency craze","id","Kegilaan cryptocurrency Nigeria","youtube","True"
"3769","Nigeria cryptocurrency craze","id","Kegilaan cryptocurrency Nigeria","dailymotion","True"
"3770","Facebook senate hearing teen safety","en","Facebook senate hearing teen safety","youtube","True"
"3771","Facebook senate hearing teen safety","en","Facebook senate hearing teen safety","dailymotion","True"
"3772","Facebook senate hearing teen safety","zh-cn","Facebook参议院听取青少年安全","youtube","True"
"3773","Facebook senate hearing teen safety","zh-cn","Facebook参议院听取青少年安全","dailymotion","True"
"3774","Facebook senate hearing teen safety","hi","किशोर सुरक्षा सुनवाई फेसबुक सीनेट","youtube","True"
"3775","Facebook senate hearing teen safety","hi","किशोर सुरक्षा सुनवाई फेसबुक सीनेट","dailymotion","True"
"3776","Facebook senate hearing teen safety","es","El Senado de Facebook escucha la seguridad de los adolescentes","youtube","True"
"3777","Facebook senate hearing teen safety","es","El Senado de Facebook escucha la seguridad de los adolescentes","dailymotion","True"
"3778","Facebook senate hearing teen safety","ar","مجلس الشيوخ على الفيسبوك يسمع سلامة المراهقين","youtube","True"
"3779","Facebook senate hearing teen safety","ar","مجلس الشيوخ على الفيسبوك يسمع سلامة المراهقين","dailymotion","True"
"3780","Facebook senate hearing teen safety","bn","কিশোর নিরাপত্তার কথা শুনছে ফেসবুক সেনেট","youtube","True"
"3781","Facebook senate hearing teen safety","bn","কিশোর নিরাপত্তার কথা শুনছে ফেসবুক সেনেট","dailymotion","True"
"3782","Facebook senate hearing teen safety","fr","Le Sénat de Facebook entend parler de la sécurité des adolescents","youtube","True"
"3783","Facebook senate hearing teen safety","fr","Le Sénat de Facebook entend parler de la sécurité des adolescents","dailymotion","True"
"3784","Facebook senate hearing teen safety","ru","Сенат Facebook слышит о безопасности подростков","youtube","True"
"3785","Facebook senate hearing teen safety","ru","Сенат Facebook слышит о безопасности подростков","dailymotion","True"
"3786","Facebook senate hearing teen safety","pt","Senado do Facebook ouvindo segurança para adolescentes","youtube","True"
"3787","Facebook senate hearing teen safety","pt","Senado do Facebook ouvindo segurança para adolescentes","dailymotion","True"
"3788","Facebook senate hearing teen safety","ur","فیس بک سینیٹ نے نوعمروں کی حفاظت کی سماعت کی۔","youtube","True"
"3789","Facebook senate hearing teen safety","ur","فیس بک سینیٹ نے نوعمروں کی حفاظت کی سماعت کی۔","dailymotion","True"
"3790","Facebook senate hearing teen safety","de","Facebook-Senat hört Jugendsicherheit an","youtube","True"
"3791","Facebook senate hearing teen safety","de","Facebook-Senat hört Jugendsicherheit an","dailymotion","True"
"3792","Facebook senate hearing teen safety","jp","Facebook上院聴聞会の十代の安全","youtube","True"
"3793","Facebook senate hearing teen safety","jp","Facebook上院聴聞会の十代の安全","dailymotion","True"
"3794","Facebook senate hearing teen safety","id","Senat Facebook mendengarkan keselamatan remaja","youtube","True"
"3795","Facebook senate hearing teen safety","id","Senat Facebook mendengarkan keselamatan remaja","dailymotion","True"
"3796","China thorium reactor","en","China thorium reactor","youtube","True"
"3797","China thorium reactor","en","China thorium reactor","dailymotion","True"
"3798","China thorium reactor","zh-cn","中国钍反应堆","youtube","True"
"3799","China thorium reactor","zh-cn","中国钍反应堆","dailymotion","True"
"3800","China thorium reactor","hi","चीन थोरियम रिएक्टर","youtube","True"
"3801","China thorium reactor","hi","चीन थोरियम रिएक्टर","dailymotion","True"
"3802","China thorium reactor","es","China reactor de torio","youtube","True"
"3803","China thorium reactor","es","China reactor de torio","dailymotion","True"
"3804","China thorium reactor","ar","مفاعل الثوريوم الصيني","youtube","True"
"3805","China thorium reactor","ar","مفاعل الثوريوم الصيني","dailymotion","True"
"3806","China thorium reactor","bn","চীন থোরিয়াম চুল্লি","youtube","True"
"3807","China thorium reactor","bn","চীন থোরিয়াম চুল্লি","dailymotion","True"
"3808","China thorium reactor","fr","Chine réacteur au thorium","youtube","True"
"3809","China thorium reactor","fr","Chine réacteur au thorium","dailymotion","True"
"3810","China thorium reactor","ru","Китайский ториевый реактор","youtube","True"
"3811","China thorium reactor","ru","Китайский ториевый реактор","dailymotion","True"
"3812","China thorium reactor","pt","Reator de tório da china","youtube","True"
"3813","China thorium reactor","pt","Reator de tório da china","dailymotion","True"
"3814","China thorium reactor","ur","چین تھوریم ری ایکٹر۔","youtube","True"
"3815","China thorium reactor","ur","چین تھوریم ری ایکٹر۔","dailymotion","True"
"3816","China thorium reactor","de","Thoriumreaktor in China","youtube","True"
"3817","China thorium reactor","de","Thoriumreaktor in China","dailymotion","True"
"3818","China thorium reactor","jp","中国のトリウム原子炉","youtube","True"
"3819","China thorium reactor","jp","中国のトリウム原子炉","dailymotion","True"
"3820","China thorium reactor","id","Reaktor Thorium China","youtube","True"
"3821","China thorium reactor","id","Reaktor Thorium China","dailymotion","True"
"3822","Juno spacecraft","en","Juno spacecraft","youtube","True"
"3823","Juno spacecraft","en","Juno spacecraft","dailymotion","True"
"3824","Juno spacecraft","zh-cn","朱诺号飞船","youtube","True"
"3825","Juno spacecraft","zh-cn","朱诺号飞船","dailymotion","True"
"3826","Juno spacecraft","hi","जूनो अंतरिक्ष यान","youtube","True"
"3827","Juno spacecraft","hi","जूनो अंतरिक्ष यान","dailymotion","True"
"3828","Juno spacecraft","es","Nave espacial Juno","youtube","True"
"3829","Juno spacecraft","es","Nave espacial Juno","dailymotion","True"
"3830","Juno spacecraft","ar","المركبة الفضائية جونو","youtube","True"
"3831","Juno spacecraft","ar","المركبة الفضائية جونو","dailymotion","True"
"3832","Juno spacecraft","bn","জুনো মহাকাশযান","youtube","True"
"3833","Juno spacecraft","bn","জুনো মহাকাশযান","dailymotion","True"
"3834","Juno spacecraft","fr","vaisseau spatial Juno","youtube","True"
"3835","Juno spacecraft","fr","vaisseau spatial Juno","dailymotion","True"
"3836","Juno spacecraft","ru","Космический корабль Юнона","youtube","True"
"3837","Juno spacecraft","ru","Космический корабль Юнона","dailymotion","True"
"3838","Juno spacecraft","pt","Nave espacial Juno","youtube","True"
"3839","Juno spacecraft","pt","Nave espacial Juno","dailymotion","True"
"3840","Juno spacecraft","ur","جونو خلائی جہاز۔","youtube","True"
"3841","Juno spacecraft","ur","جونو خلائی جہاز۔","dailymotion","True"
"3842","Juno spacecraft","de","Juno-Raumschiff","youtube","True"
"3843","Juno spacecraft","de","Juno-Raumschiff","dailymotion","True"
"3844","Juno spacecraft","jp","ジュノー宇宙船","youtube","True"
"3845","Juno spacecraft","jp","ジュノー宇宙船","dailymotion","True"
"3846","Juno spacecraft","id","Pesawat ruang angkasa Juno","youtube","True"
"3847","Juno spacecraft","id","Pesawat ruang angkasa Juno","dailymotion","True"
"3848","3D printed Tesla","en","3D printed Tesla","youtube","True"
"3849","3D printed Tesla","en","3D printed Tesla","dailymotion","True"
"3850","3D printed Tesla","zh-cn","3D打印特斯拉","youtube","True"
"3851","3D printed Tesla","zh-cn","3D打印特斯拉","dailymotion","True"
"3852","3D printed Tesla","hi","3डी प्रिंटेड टेस्ला","youtube","True"
"3853","3D printed Tesla","hi","3डी प्रिंटेड टेस्ला","dailymotion","True"
"3854","3D printed Tesla","es","Tesla impreso en 3D","youtube","True"
"3855","3D printed Tesla","es","Tesla impreso en 3D","dailymotion","True"
"3856","3D printed Tesla","ar","3D مطبوعة تسلا","youtube","True"
"3857","3D printed Tesla","ar","3D مطبوعة تسلا","dailymotion","True"
"3858","3D printed Tesla","bn","থ্রিডি প্রিন্টেড টেসলা","youtube","True"
"3859","3D printed Tesla","bn","থ্রিডি প্রিন্টেড টেসলা","dailymotion","True"
"3860","3D printed Tesla","fr","Tesla imprimée en 3D","youtube","True"
"3861","3D printed Tesla","fr","Tesla imprimée en 3D","dailymotion","True"
"3862","3D printed Tesla","ru","3D-печать Tesla","youtube","True"
"3863","3D printed Tesla","ru","3D-печать Tesla","dailymotion","True"
"3864","3D printed Tesla","pt","Tesla impresso em 3D","youtube","True"
"3865","3D printed Tesla","pt","Tesla impresso em 3D","dailymotion","True"
"3866","3D printed Tesla","ur","تھری ڈی پرنٹ شدہ ٹیسلا۔","youtube","True"
"3867","3D printed Tesla","ur","تھری ڈی پرنٹ شدہ ٹیسلا۔","dailymotion","True"
"3868","3D printed Tesla","de","3D gedruckter Tesla","youtube","True"
"3869","3D printed Tesla","de","3D gedruckter Tesla","dailymotion","True"
"3870","3D printed Tesla","jp","3Dプリントされたテスラ","youtube","True"
"3871","3D printed Tesla","jp","3Dプリントされたテスラ","dailymotion","True"
"3872","3D printed Tesla","id","Tesla cetak 3D","youtube","True"
"3873","3D printed Tesla","id","Tesla cetak 3D","dailymotion","True"
"3874","Mind-control pong game","en","Mind-control pong game","youtube","True"
"3875","Mind-control pong game","en","Mind-control pong game","dailymotion","True"
"3876","Mind-control pong game","zh-cn","意念控制乒乓球游戏","youtube","True"
"3877","Mind-control pong game","zh-cn","意念控制乒乓球游戏","dailymotion","True"
"3878","Mind-control pong game","hi","माइंड-कंट्रोल पोंग गेम","youtube","True"
"3879","Mind-control pong game","hi","माइंड-कंट्रोल पोंग गेम","dailymotion","True"
"3880","Mind-control pong game","es","Juego de pong de control mental","youtube","True"
"3881","Mind-control pong game","es","Juego de pong de control mental","dailymotion","True"
"3882","Mind-control pong game","ar","لعبة بونغ للتحكم في العقل","youtube","True"
"3883","Mind-control pong game","ar","لعبة بونغ للتحكم في العقل","dailymotion","True"
"3884","Mind-control pong game","bn","মন নিয়ন্ত্রণ পং খেলা","youtube","True"
"3885","Mind-control pong game","bn","মন নিয়ন্ত্রণ পং খেলা","dailymotion","True"
"3886","Mind-control pong game","fr","Jeu de pong de contrôle mental","youtube","True"
"3887","Mind-control pong game","fr","Jeu de pong de contrôle mental","dailymotion","True"
"3888","Mind-control pong game","ru","Игра в понг с контролем над разумом","youtube","True"
"3889","Mind-control pong game","ru","Игра в понг с контролем над разумом","dailymotion","True"
"3890","Mind-control pong game","pt","Jogo de pong de controle mental","youtube","True"
"3891","Mind-control pong game","pt","Jogo de pong de controle mental","dailymotion","True"
"3892","Mind-control pong game","ur","مائنڈ کنٹرول پونگ گیم۔","youtube","True"
"3893","Mind-control pong game","ur","مائنڈ کنٹرول پونگ گیم۔","dailymotion","True"
"3894","Mind-control pong game","de","Gedankenkontroll-Pong-Spiel","youtube","True"
"3895","Mind-control pong game","de","Gedankenkontroll-Pong-Spiel","dailymotion","True"
"3896","Mind-control pong game","jp","マインドコントロールポンゲーム","youtube","True"
"3897","Mind-control pong game","jp","マインドコントロールポンゲーム","dailymotion","True"
"3898","Mind-control pong game","id","Permainan pong yang mengendalikan pikiran","youtube","True"
"3899","Mind-control pong game","id","Permainan pong yang mengendalikan pikiran","dailymotion","True"
"3900","Semi-auto ingenuity","en","Semi-auto ingenuity","youtube","True"
"3901","Semi-auto ingenuity","en","Semi-auto ingenuity","dailymotion","True"
"3902","Semi-auto ingenuity","zh-cn","半自动匠心","youtube","True"
"3903","Semi-auto ingenuity","zh-cn","半自动匠心","dailymotion","True"
"3904","Semi-auto ingenuity","hi","सेमी-ऑटो सरलता","youtube","True"
"3905","Semi-auto ingenuity","hi","सेमी-ऑटो सरलता","dailymotion","True"
"3906","Semi-auto ingenuity","es","Ingenio semiautomático","youtube","True"
"3907","Semi-auto ingenuity","es","Ingenio semiautomático","dailymotion","True"
"3908","Semi-auto ingenuity","ar","براعة شبه آلية","youtube","True"
"3909","Semi-auto ingenuity","ar","براعة شبه آلية","dailymotion","True"
"3910","Semi-auto ingenuity","bn","সেমি-অটো সহজাত","youtube","True"
"3911","Semi-auto ingenuity","bn","সেমি-অটো সহজাত","dailymotion","True"
"3912","Semi-auto ingenuity","fr","L'ingéniosité semi-automatique","youtube","True"
"3913","Semi-auto ingenuity","fr","L'ingéniosité semi-automatique","dailymotion","True"
"3914","Semi-auto ingenuity","ru","Полуавтоматическая изобретательность","youtube","True"
"3915","Semi-auto ingenuity","ru","Полуавтоматическая изобретательность","dailymotion","True"
"3916","Semi-auto ingenuity","pt","Engenhosidade semi-automática","youtube","True"
"3917","Semi-auto ingenuity","pt","Engenhosidade semi-automática","dailymotion","True"
"3918","Semi-auto ingenuity","ur","نیم آٹو آسانی۔","youtube","True"
"3919","Semi-auto ingenuity","ur","نیم آٹو آسانی۔","dailymotion","True"
"3920","Semi-auto ingenuity","de","Halbautomatischer Einfallsreichtum","youtube","True"
"3921","Semi-auto ingenuity","de","Halbautomatischer Einfallsreichtum","dailymotion","True"
"3922","Semi-auto ingenuity","jp","半自動の創意工夫","youtube","True"
"3923","Semi-auto ingenuity","jp","半自動の創意工夫","dailymotion","True"
"3924","Semi-auto ingenuity","id","Kecerdasan semi-otomatis","youtube","True"
"3925","Semi-auto ingenuity","id","Kecerdasan semi-otomatis","dailymotion","True"
"3926","Brain-computer interface","en","Brain-computer interface","youtube","True"
"3927","Brain-computer interface","en","Brain-computer interface","dailymotion","True"
"3928","Brain-computer interface","zh-cn","脑机接口","youtube","True"
"3929","Brain-computer interface","zh-cn","脑机接口","dailymotion","True"
"3930","Brain-computer interface","hi","मस्तिष्क-कंप्यूटर इंटरफ़ेस","youtube","True"
"3931","Brain-computer interface","hi","मस्तिष्क-कंप्यूटर इंटरफ़ेस","dailymotion","True"
"3932","Brain-computer interface","es","Interfaz cerebro-computadora","youtube","True"
"3933","Brain-computer interface","es","Interfaz cerebro-computadora","dailymotion","True"
"3934","Brain-computer interface","ar","واجهة الدماغ والحاسوب","youtube","True"
"3935","Brain-computer interface","ar","واجهة الدماغ والحاسوب","dailymotion","True"
"3936","Brain-computer interface","bn","মস্তিষ্ক-কম্পিউটার ইন্টারফেস","youtube","True"
"3937","Brain-computer interface","bn","মস্তিষ্ক-কম্পিউটার ইন্টারফেস","dailymotion","True"
"3938","Brain-computer interface","fr","Interface cerveau-ordinateur","youtube","True"
"3939","Brain-computer interface","fr","Interface cerveau-ordinateur","dailymotion","True"
"3940","Brain-computer interface","ru","Интерфейс мозг-компьютер","youtube","True"
